date,subject,title,author,text
2020-11-26,暖闻热评,志智双扶，脱贫有路,周珊珊,"　　【人物】致富带头人崔兴文
　　【故事】崔兴文是安徽省合肥市长丰县太空莲龙虾养殖专业合作社理事长。他身残志坚，二十八年如一日致力于战胜贫困，探索出“稻虾共养”模式，从自家“一亩三分地”到走上讲台，成为致富带头人。2014年以来，他带动1万余名贫困群众走上脱贫致富路，千方百计帮助贫困户破解“销售难、就业难”困局。前不久，崔兴文荣获了2020年全国脱贫攻坚奖。
　　【点评】
　　崔兴文是敢闯敢干的奋进者。如今是致富带头人的崔兴文，曾是贫困村里的贫困户。他没有被困难吓倒，心怀“我要脱贫”的志气，也没向命运低头，而是向土地求索，围绕“一亩三分地”，在不断尝试中探索出“稻虾共养”模式，当年就成功脱贫。
　　崔兴文也是群众致富的领路人。“一个人富不算富，要富得乡亲们一起富。”崔兴文没有满足于自己脱贫，而是主动帮老乡们打开共同致富的大门。2016年，他牵头成立龙虾养殖合作社，向上级扶贫部门争取扶贫资金，建成“稻虾共养”扶贫示范（试验）基地，吸纳了100多名贫困群众。新冠肺炎疫情发生以来，龙虾销售受到影响，崔兴文一边在线上对接商家，帮贫困户销售龙虾；一边在网上开课，讲授“稻虾共养”技术要点。他为当地贫困百姓走出了一条行之有效的增收路，他的干劲也鼓舞着老乡们自强奋斗。
　　崔兴文还是贫困群众的贴心人。“先富”带动“后富”，他有自己的办法：首先是手把手教技术，他既在田间手把手给村民指导技术，也走上讲台为更多贫困户“传经送宝”；其次是点对点解困难，他会细致地考虑每个村民家里的情况，有疑虑的就多次上门答疑解惑，有困难的就免费提供肥料虾苗，缺技术的就送去农科院参加培训；更重要的是心比心提志气，村里的乡邻也有残疾或患大病的，他现身说法、细心劝说、主动帮助。乡亲们在他的带动下，日子一天比一天好。
　　如今，崔兴文没有松劲，“我还要继续带着大家干”。战胜贫困，需要更多像崔兴文这样的“身边的榜样”，引领贫困群众既“富脑袋”又“富口袋”，在志智双扶的基础上，用辛勤与汗水开创属于自己的美好新生活。
"
2020-11-26,人民时评,强化监管，为数字经济护航,荣  翌,"　　加强网络交易监管，既是维护各方主体合法权益的需要，也关系数字经济自身的持续健康发展
　　
　　付费追剧，直播间下单，在线购买家政服务……近年来，网络交易形态日益丰富，为消费者带来极大便利，也催生数字经济新业态不断涌现。
　　一组数据引人瞩目：截至今年6月，我国网民规模达9.4亿，占全球网民的1/5；网络零售用户规模达7.49亿，已连续7年成为全球最大的网络零售市场；网络支付用户规模达8.05亿，移动支付交易规模连续3年居全球首位……在构建以国内大循环为主体、国内国际双循环相互促进的新发展格局中，数字经济潜能无限，力量正在彰显。
　　以智能终端为载体，各类软件将社会经济活动投映到“云”端。比如，扶贫产品从田间地头“飞入”千家万户，助力百姓美好生活。今年以来，从推动农产品上行、带动消费回流，到促进服务业创新，线上交易对于统筹新冠肺炎疫情防控和经济社会发展发挥了重要作用。网购所蕴藏的经济活力和韧性，也吸引着全球目光。第三届中国国际进口博览会上，直播间林立成为展区现场一大亮点。各国参展商纷纷加入直播带货，以网络交易为杠杆，撬动中国内需市场释放巨大潜力，也为全球经济复苏注入动能。
　　网络交易的迅猛发展，也伴生着一些新的问题。以直播电商为例，中国消费者协会发布的一份调查报告显示，“担心商品质量没有保障”和“担心售后问题”是消费者两大主要顾虑。在网络空间，消费信息纷繁芜杂、严重超载，成为新的“信息污染”；流量造假、夸大宣传、自动续费等“消费陷阱”误导消费行为，损害用户利益；刷单、刷评、强迫商家在平台间“二选一”等不正当竞争手段，挑战商业规则，制约电商平台的良性发展。
　　伴随网络交易范围扩大、交易场景和品类增多，交易背后的创意设计、生产运营、售后保障等各环节也亟待规范。当生鲜食品、医药用品、科技产品等进入网络交易空间，网络交易监管就不仅限于市场监管范畴，还与食品安全、药品监督、知识产权保护、个人信息保护等管理领域出现交叉。另一方面，在互联网深度融入社会经济生活的今天，网络生态也折射着一个社会的营商环境质量、诚信建设水平和商业文明程度，加强网络交易治理十分必要。
　　多措并举、强化监管，才能让网络交易行稳致远。近年来，适应网络消费新趋势、新特点，电子商务法等相关法律法规出台，网络交易法治保障不断完善，为进一步规范网络交易活动、维护网络经济秩序提供了法律依据。不久前公布的《网络交易监督管理办法（征求意见稿）》，将网络社交、直播带货、自动续费等纳入监管范畴，体现了包容审慎的监管原则。与此同时，针对传统监管手段下违法行为发现难、取证难、定性难等问题，北京、浙江等一些地方建立网络交易监管系统、监测平台，将大数据、人工智能、云计算、区块链等技术应用于市场监管前沿领域，在线实现风险筛查、取证存证、线索移交、信用管理等多种功能。以科技手段赋能监管创新，才能与时俱进强化网络交易监管。
　　加强网络交易监管，既是维护各方主体合法权益的需要，也关系数字经济自身的持续健康发展。新形势下，进一步明确平台、经营者和监管部门等各方责任，构建多元主体参与的协同治理体系，打造清朗有序的网络消费环境，才能持续释放数字经济新动能，为构建新发展格局提供有力支撑。
"
2020-11-27,现场评论·走向我们的小康生活（29,关爱孤残儿童彰显小康成色）,李林宝,"　　党和政府关心孤残儿童注重实效，全面落实相关养育和保障服务政策，确保他们获得应有的权益和尊严
　　
　　全面小康路上，一个都不能少。走进内蒙古自治区呼和浩特市儿童福利院，深切感受到这句话的现实含义。福利院里的儿童在到来之前或遭遗弃、或身有残疾，来到这里之后均得到悉心养护和精心照料，他们无忧无虑地接受教育、安心成长。
　　“欢欢真棒，让妈妈抱抱。”走进福利院1106室，“妈妈”高美丽正在陪早产儿欢欢玩耍。模拟家庭的墙上贴满了孩子与“爸爸”“妈妈”的合影，小书架上还整齐码放着他们的“家庭时光”手册。特教实验班内，特教老师忙着带领孩子们学习《零的认知》，“注意要写得长长圆圆的，没有棱角，最后要封口，不能留小尾巴”。在律动教室，孩子们正跟随老师一起伴着音乐节奏打拍子。“我们专注儿童身心健康发展，不遗余力让每一个孤残儿童都融入社会大家庭，感受到社会的温暖，持续增强他们的获得感、幸福感、安全感。”福利院副院长蔺健介绍。
　　“我叫雅妮，从小在福利院长大，感谢这里的一切”，聋哑女孩王雅妮用手语表达出心声。2014年1月，习近平总书记来到福利院，看望在这里学习和生活的儿童，鼓励王雅妮和放假“回家”的大学生闫志净好好学习，学业有成。6年过去了，昔日的小女孩已经长大走向社会，找到了工作。雅妮用手语说：“我想跟总书记说，我现在很幸福。我会继续努力学习，努力工作，为社会贡献自己的力量。”党的十八大以来，我国社会福利和儿童保护制度不断完善，党和政府对孤残儿童的保障力度进一步加大，成效进一步彰显。在总体机构和编制不增加的情况下，民政部专门设立了儿童福利司，体现出党中央、国务院对儿童福利工作的高度重视。
　　全面小康，关键在全面。我国是人口大国，有3亿多未成年人。全面建成小康社会，每一个儿童都不能少。为孤弃残疾儿童兜住生活、教育、医疗等民生权益的底，确保一个都不落下，是全面建成小康社会的必然要求，更是保障儿童权益、社会发展进步的生动体现。进入新时代，我国儿童福利工作树起了一座新的里程碑。今年新冠肺炎疫情突如其来，全国的儿童福利机构、未成年人救助保护机构做到了无一人感染。这更加证明，党和政府关心孤残儿童注重实效，全面落实相关养育和保障服务政策，确保他们获得应有的权益和尊严。
　　“一切为了孩子，为了孩子一切”，福利院正门的显示屏上，这句教育名言来回滚动。生命是独特的存在，每一个生命都应得到关心、关怀、关爱，得到最大程度的尊重。党的十九届五中全会对“改善人民生活品质，提高社会建设水平”作出新的重要部署。坚持以人民为中心的发展思想，健全多层次社会保障体系，在工作人员的悉心培养下，孤残儿童这些“慢飞的天使”终将展翅翱翔、实现人生价值。
　　（作者为本报新闻协调部记者） 
"
2020-11-27,评论员观察,推动汽车消费向“使用管理”转变,周人杰,"　　无论是坚定实施扩大内需战略、缓解经济下行压力，还是更好满足人民群众购车用车需求、改善民生福祉，都需要进一步挖掘、释放对汽车的潜在需求，都呼唤汽车消费政策的全面转型
　　使用管理，贵在精准，难在精准。说到底是要遵从汽车市场的经济规律、尊重车企的主体地位，更好发挥有为政府的积极作用
　　
　　《中共中央关于制定国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》提出，“推动汽车等消费品由购买管理向使用管理转变”。国务院常务会议指出，要稳定和扩大汽车消费，“鼓励各地调整优化限购措施，增加号牌指标投放”。从“购买管理”转向“使用管理”，是刺激汽车消费需求、恢复经济正常增长的重要治理转型，亟待政策的配套跟进和各地的支持配合。
　　汽车对大部分家庭来讲都是名副其实的“大件”。回顾“十三五”时期，伴随居民收入的增长、消费的升级，汽车产销保持较快增速，其中新能源汽车的产销尤为快速，连续5年位居全球榜首。安全、科技、环保、自主创新的汽车产品与文化正平稳“驶入”千家万户，汽车产业称得上国民经济的重要支柱产业。同时，截至今年上半年，我国汽车保有量达2.7亿辆，但人均指标仍不及全球主要经济体，与群众对美好生活的需要和向往仍有不小差距。无论是坚定实施扩大内需战略、缓解经济下行压力，还是更好满足人民群众购车用车需求、改善民生福祉，都需要进一步挖掘、释放对汽车的潜在需求，都呼唤汽车消费政策的全面转型。
　　要看到，从购买管理转向使用管理，不仅是形势发展的需要，也是因为我们已经具备了相应的治理能力。一个时期以来，全国许多地方特别是一些大城市通过摇号或竞价的方式发放车辆号牌，限制消费者进行汽车消费，其实是一种特定阶段的特定举措。大城市汽车保有量快速增长，容易造成严重的交通拥堵、环境污染，加上公共交通的不完善，导致机动车的激增与道路的承载力之间矛盾尖锐。严格的购买管理暂缓了矛盾堆积，为政策跟进留下了时间。从产业政策看，近两年相关部委先后出台政策，提出破除乘用车消费障碍、由限制购买转向引导使用、完善新能源汽车购置支持政策等。当前我们已经有条件通过减少城市限购、加强使用管理来合理引导居民汽车消费，同时疏解好交通拥堵等矛盾。
　　比如，交通信息技术中的大数据处理平台，完全能够实现对拥堵的预警与疏导，与收费系统联网又为拥堵费的收缴创造条件，进而推动城市区域内合理交通导流。而特大城市的新城新区、非中心区域乃至农村地区，在管理技术升级后也没必要在汽车销售环节“较劲”。这方面，“十三五”时期全国已有不少创新探索，如北京城区为解决居民停车难推出“五证合一”试点，定向增加新能源车牌向“无车家庭”倾斜，还有城市尝试运用经济杠杆调控。办法总比困难多，加快改革消费税、车辆购置税征收及分配方式，探索完善治理手段和治理水平，交通拥堵、空气污染等城市病并非不能解决。
　　任何治理转变都不能简单化、一蹴而就，都需要系统考量和稳步推进。与购买管理不同，使用管理更注重政策与改革的全生命周期。比如，汽车流通体制改革应该深入推进，通过完善消费政策、优化消费环境，搞活流通、促进消费。此外农村汽车消费潜力也有待释放，新一轮汽车下乡和以旧换新已在路上，农村居民购买特定车型的补贴优惠力度很大。停车场、充电桩等设施建设，二手车交易便利化，自主品牌技术提升、上下游相关产业的拉动以及使用环节的收费标准等，都离不开各级各类规划指引下的统筹推进、精准施策。
　　使用管理，贵在精准，难在精准。说到底是要遵从汽车市场的经济规律、尊重车企的主体地位，更好发挥有为政府的积极作用。有规划的严肃性，有治理的科学性，有调控的艺术性，让改革有力有度有效，一定能把好从购买管理转向使用管理的方向盘，增强汽车消费对经济增长的基础作用。
"
2020-11-27,人民时评,切断“养号”平台的利益链,智春丽,"　　移动互联时代，人们已经习惯了随时点开社交媒体账号上的好友列表。然而，虚拟空间的账号安全性究竟如何？在线互动的“好友”是否真的友好？不久前，一则有关“养号”的消息引发关注。今年6月，在公安部“净网2020”集群战役中，江苏徐州公安机关成功打掉一个为网络诈骗、赌博等犯罪提供即时通信工具账号“养号”、交易服务的特大黑产平台——“小果平台”。此案一举捣毁源码技术团伙1个，卡商、号商窝点11个，查获“猫池”“卡池”设备5000余台、手机黑卡100余万张，抓获犯罪嫌疑人84名，其中涉案即时通信工具账号数量巨大，已串并各类网络诈骗案件1300余起，涉案金额5000余万元。
　　“养号”平台给不法分子进行网络诈骗等非法活动以可乘之机，危害不可小觑。此次浮出水面的“养号”平台，还暴露出一条触目惊心的黑色产业链：涉案人员除了平台运营人员，还涉及QQ号商、手机卡商以及发卡平台的相关嫌疑人。不法分子通过“养号”平台购买“黑账户”进行网络诈骗，隐蔽性较强，极易造成公民财产损失。
　　“养号”平台也严重干扰了互联网平台经济的良性运行。当前，数字经济蓬勃发展，已经成为消费升级的新动力，而在其中发挥重要作用的互联网平台经济，其赖以存在的基础便是真实、活跃的海量用户。一个个活跃账号产生的数据，经过聚合之后具有巨大价值。“养号”平台借助技术手段批量运营未经实名认证的账号，无疑会搅乱平台生态，为流量造假、网店刷单、虚假涨粉等行为大开方便之门。如果任其潜滋暗长，势必会干扰互联网平台经济的正常运行。
　　遏制恶意注册互联网账号、切断“养号”平台的黑色利益链，还须精准治理、形成合力。从监管层面看，《互联网用户账号名称管理规定》明确指出，互联网信息服务提供者应当按照“后台实名、前台自愿”的原则，要求互联网信息服务使用者通过真实身份信息认证后注册账号。有关部门应进一步强化监管，把互联网用户账号实名注册的相关要求落到实处，及时封堵漏洞。近年来，公安部门持续开展“净网”等网络治理行动，严厉打击提供网络虚拟身份注册服务的“接码平台”等，查扣大量手机黑卡，对相关黑色产业链形成极大震慑。针对黑色产业链花样翻新、改头换面的问题，也应提升技术能力，及时发现问题苗头、严肃查处。
　　对互联网平台企业来说，必须切实履行平台责任，主动净化平台生态。互联网企业掌握大量实时数据，应优化管理流程，严格审核机制，持续加大对违规行为的打击力度，不给“黑账号”留下生存空间。用户也应理性看待互联网账号的功能和价值。在大数据时代，个人互联网账号已经不仅仅是聊天工具，有可能连接着个人信息、支付、出行等多重功能，成为个人重要的虚拟财产。应当增强个人信息保护意识，重视账户安全，上网与他人互动时提高警惕，不参与买卖个人互联网账号。
　　在打破了时空局限的虚拟空间，实时的互动、分享带来便捷与精彩，而这份精彩，需要大家共同托举。加强治理、重典治乱，让“养号”这样的非法平台无所遁形，才能更好守护人们对数字世界的美好期待。
"
2020-11-27,NA,保蓝天要靠实干,李春元,"　　把重污染天气应对工作超前谋划好，方案制定好、具体落实好，求真功、求实效
　　
　　进入秋冬季节以来，保蓝天的话题再次受到关注。在网上，关于“拉尼娜”的传闻时有传播。“拉尼娜”现象指的是赤道中、东太平洋海水表面温度与常年同期相比大范围变冷，并且强度和持续时间达到一定程度的现象。一些人期待“拉尼娜”到来，是因为冷空气会变得频繁，有利于污染物扩散。
　　事实上，从治霾一线来看，保蓝天不应该寄托于天气的偶然因素，而应该把大气污染防治落到实处。确保“十三五”时期蓝天保卫战圆满收官、“十四五”时期蓝天常在，应该摒弃侥幸心理，面对现实，立足当前，着眼长远，构筑保卫蓝天的制度堤坝。
　　要排除各种干扰，坚守靠实干才能保蓝天的信念。从落实“大气十条”，到蓝天保卫战，实践经验告诉我们，持续改善空气质量，既不能靠风，也不能靠等，更不能被各种各样的错误认识所迷惑、所动摇，要始终如一坚定大气污染治理方向不变、力度不减。要抓住各项重点减排工程，一件事情接着一件事情办，一年接着一年干，一鼓作气干到底，无论“拉尼娜”来不来、起不起作用，都要坚决克服各种松懈麻痹思想，时刻保持战斗状态，把秋冬季的污染减排工作，特别是重污染天气应对工作超前谋划好，方案制定好、具体落实好，求真功、求实效。
　　要统筹谋划污染源管控工作，确保持续改善空气质量。在当前疫情防控常态化背景下，扎实落实好“六稳”“六保”和持续做好大气污染治理工作，必须立足大局，统筹安排。一些地方在今年秋冬季出现空气污染，与没有预先充分考虑疫情防控保障重点企业、重点工程建设项目排放量会对重污染天气造成影响有直接关系。笔者调查发现，一些城市制定的秋冬季减排清单中，尽管有全社会减排总量大盘子，但多数没有把上述保障企业在应急响应期间不限产、不停产所形成的污染量考虑进去，也没有安排其他减排项目来抵消这些增加量，导致排放量增加，意外重污染在本地形成后又殃及邻市。当前和今后数月，要确保空气质量持续改善，确保完成秋冬季目标任务，就要尽快弥补好类似可能存在的工作漏洞。
　　同时，要精准做好重污染天气应对，通过做实重点工作保蓝天。今年以来，各地认真落实生态环境保护要求，大力倡导和践行精准治理、科学治理、依法治理。在实际工作中，还应在精准控污、精准抢争优良天、精准落实环保各项法规等方面下更大功夫，最大限度防治污染、保住蓝天。
"
2020-11-27,金台随笔,用诗词感发人心,周  南,"　　在以古典诗词为代表的传统文化里，蓄积着中国人的智慧、品格、襟怀和修养，凝聚着中华文化的理念、志趣、气度和神韵
　　
　　很多喜爱古诗词的人都听过叶嘉莹的名字。这位“诗词的女儿”，一生读诗、释诗、写诗、讲诗，与诗歌结下不解情缘。最近，一部关于叶嘉莹的文学纪录片《掬水月在手》上映，通过银幕光影，我们得以走近这位古典文化的“传灯人”，去感受她跌宕起伏却写满诗意的一生。
　　我们为什么要读诗？古诗词对中国人的精神世界意味着什么？从叶嘉莹身上，或许能找到最好的答案。叶嘉莹诗心早慧，却一世多艰，遍尝生死不能相见、故土不能相还的寥心荼苦。是诗歌如日月光华，照亮了她生命中的灰暗时刻；又如一叶轻舟，渡她涉过生命的长河。在故土沦陷之时，她写下“尽夜狂风撼大城，悲笳哀角不堪听”的哀婉之声；在女儿遭遇意外的时刻，她用“迟暮天公仍罚我，不令欢笑但余哀”书写椎心之痛；漂泊海外时，她注解杜诗“夔府孤城落日斜，每依北斗望京华”，以浇胸中思乡块垒……那些与生命相融合的感发，那些以诗词为舟楫的依托，让她免于“在苦难中被磨碎”，也塑造了她一生的温润沉静、坚韧持守。所以有人说，“她站在那里，就是对古典诗歌最好的注解”。
　　当然，对叶嘉莹而言，诗词并不只是爱好、慰藉，更是理想、信仰。所以她用尽一生研究古典诗词，更希望在自己亲身体会到了古典诗词美好、高洁的世界后，能打开一扇门，“把不懂诗的人接引到里面来”，并将其视为自己“生命的目的”。所以她屡次说如果自己不尽到传承的责任，就是“上对不起古人，下对不起来者”；所以她90多岁高龄仍登台授课而又著述不辍，只为“柔蚕老去应无憾，要见天孙织锦成”。她告诉初学诗歌的小男孩，“‘诗’就是心在走路”；她坚守讲台七十载，“阐说精妙，启发无穷”，留下“白昼谈诗夜讲词，诸生与我共成痴”的佳话；她启发普通人品读古典诗词的方法，告诉他们判断诗词好坏的标准，引领读者体味“兴发感动”的力量……正是不遗余力地做古典诗词的“摆渡人”，叶嘉莹成为无数人通往诗歌国度的路标。
　　为什么让更多人走进诗歌如此重要？因为每个人都需要精神的栖息地，而诗歌里正有慰藉人生的精神养分。当你通过诗歌，与作者的生命情感发生碰撞，那些古典诗歌中蕴含的审美趣味，那些涌动着的生生不已的精神力量、那些穿越千年的诗心诗意，就能给予我们美好和希望，就能让我们在人生风雨袭来时获取勇气和力量。闻一多曾指出，“诗人对诗的贡献是次要问题，重要的是使人精神有所寄托”。当我们看到挥汗如雨的劳动者“劳者歌其事”、写下动人的诗篇；看到走南闯北、日晒雨淋的快递小哥，时刻把《唐诗三百首》放在行囊；看到农民大姐以诗词为精神良药，走过与病魔抗争的日日夜夜，我们就更能体味叶嘉莹“用诗词感发人心”的苦心，也更能明白诗词之于人生的意义。
　　今天我们大力弘扬优秀传统文化，正是因为在以古典诗词为代表的传统文化里，蓄积着中国人的智慧、品格、襟怀和修养，凝聚着中华文化的理念、志趣、气度和神韵。让更多人从一首诗、一阕词、一篇文章中汲取文化养分、人生智慧、美好品格，中华优秀传统文化必将成为更多人生命的指路明灯，滋养一代又一代中华儿女的心灵。
"
2020-11-30,评论员观察,提升家政服务业规范化职业化建设水平,何  娟,"　　居民健康意识和消费理念逐步升级，健康监测、居家护理新手段新模式新产品不断涌现，推动家政服务朝着精细化、专业化、科学化的方向发展
　　加大家政服务从业人员有效供给，对于更好应对人口老龄化趋势、发展壮大新型消费、满足人民群众对美好生活的需要有着重要意义
　　
　　如今，聘请专人照看护理老人成为越来越多家庭的选择，但合适可靠的家政服务员却不易寻找。如何提升家政服务业规范化、职业化建设水平，成为一道现实课题。
　　随着经济社会发展和居民收入水平提高，我国生活性服务业需求激增。我国目前有2.54亿60岁及以上的老年人，4000多万失能、半失能老人。在人口老龄化加快发展的背景下，养老看护、康复护理服务等需求日益增长。同时，居民健康意识和消费理念逐步升级，健康监测、居家护理新手段新模式新产品不断涌现，推动家政服务朝着精细化、专业化、科学化的方向发展。这些，客观上对家政从业人员的素质和技能提出了更高要求。
　　从现实情况看，尽管我国家政服务业市场规模持续扩张，但仍存在服务不规范、有效供给不足等问题。当前，我国持证养老护理员仅30万人，人才缺口大。此外，家政服务员尤其是中高端服务员供给不足，持有营养师、健康管理师、康复理疗师等证书的更是少数。究其原因，一方面，职业从业意愿低、人员流动大等因素，制约着家政服务员队伍的壮大；另一方面，行业门槛低、专业人才缺乏、市场意识不足、素质参差不齐等，导致了一定程度上的供需错位。数量、质量两方面的短板，使我国家政服务行业总体上呈现出人难招、人难管、人难留的局面。
　　养老护理、健康照护、家政服务等生活性服务，一头连接着人民群众对美好生活的需求，一头连接着就业、职业发展等民生诉求。加大家政服务从业人员有效供给，对于更好应对人口老龄化趋势、发展壮大新型消费、满足人民群众对美好生活的需要有着重要意义。《中共中央关于制定国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》提出，推动生活性服务业向高品质和多样化升级，加快发展健康、养老、育幼、文化、旅游、体育、家政、物业等服务业，加强公益性、基础性服务业供给。《国家积极应对人口老龄化中长期规划》指出，要多渠道、多领域扩大适老产品和服务供给，提升产品和服务质量。多措并举加快家政服务人员队伍建设，显得尤为紧迫。
　　近年来，我国在加强家政服务从业人员队伍职业化建设方面做出了许多探索。人社部、民政部联合颁布《养老护理员国家职业技能标准（2019年版）》，对养老护理员的技能要求、入职条件、职业发展空间、晋级时间等进行了诸多调整，提高了职业吸引力。今年10月，人社部等多部门组织实施“康养职业技能培训计划”，计划至2022年，培养培训各类康养服务人员500万人次以上，包括养老护理员200万人次以上，在全国建成10个以上国家级（康养）高技能人才培训基地。一系列务实新举措，为加快补齐护理人才数量和素质短板注入新动能。
　　夯实家政服务业的人才之基，离不开家政企业和从业人员的共同努力。《关于促进家政服务业提质扩容的意见》提出，加强平台建设，健全家政服务领域信用体系，加大守信联合激励和失信联合惩戒力度。对此，家政企业应与时俱进挑选和培训符合需要的人才，同时加强对从业人员资质的审核和规范监督管理，把好平台关。从业人员也应积极了解市场需求，主动增强专业技能和知识储备。全社会也要树立尊重劳动的氛围，给予这一群体更多理解和尊重。
　　解决问题才是硬道理。汇聚各方合力，打造一支高素质、专业化、数量充足的家政服务人员队伍，才能让更多有需要的家庭招得到人、留得住人，也才能让人民群众的获得感、幸福感、安全感更加充实、更有保障、更可持续。
"
2020-11-30,新论,多措并举巩固脱贫成果,吕文利,"　　巩固脱贫、防止返贫，群众自主是基础，队伍建设很关键，机制建设筑堤坝
　　
　　11月23日下午，贵州宣布紫云县、纳雍县等9个县退出贫困县序列，这标志着全国832个贫困县全部脱贫摘帽。习近平总书记强调，“脱贫摘帽不是终点，而是新生活、新奋斗的起点”。脱贫攻坚收官之后，如何巩固脱贫、防止返贫，是社会各界关注的热点。近段时间，笔者在云南、广西两地调研，发现了当地一些好做法，值得总结借鉴。
　　巩固脱贫、防止返贫，群众自主是基础。弘扬“人帮人、户帮户、民族帮民族”的互帮传统，在脱贫攻坚中发展为“县际互帮、东西互助、城乡互联、干群互系、村组互包”的互助方式，凝聚起了少数民族群众致富发展的精气神。从思想、技能等方面激发贫困群众内生动力，持续增强他们的自我发展能力，脱贫之后的路才能越走越宽。
　　巩固脱贫、防止返贫，队伍建设很关键。驻村工作队员、挂包干部是乡村人才的“蓄水池”。调研发现，云南德宏傣族景颇族自治州在落实“四不摘”要求基础上，更加重视保持驻村工作队员、挂包单位、挂包干部的相对稳定，不一撤了之。巩固脱贫成果，要继续加强帮扶力量，驻村帮扶和结对帮扶力度不减。同时，建立县乡村组干部能力素质培训机制，定期组织干部培训。既“请进来”又“走出去”，切实提高干部能力，为脱贫之后的发展打造一支“永不走”的队伍。
　　巩固脱贫、防止返贫，机制建设筑堤坝。笔者在广西壮族自治区那坡县调研时发现，当地建立起返贫致贫救助机制，对全县易返贫的1291户4741人重点监测、因户施策，通过产业奖补、危房改造补助、就业帮扶、综合保障帮扶等措施严防返贫致贫风险。通过建立“驻村工作队+村组干部+农户代表”组成的监测网络体系，对脱贫户的家庭收入状态、返贫潜在因素等实施网格化动态监测，及时掌握情况，精准制定帮扶措施。
　　笔者在调研中还发现，各地制订和完善保障措施，财政资金是重要方面。比如，多方筹措资金，设立防返贫致贫救助基金（包括财政资金、东西扶贫协作资金、国有企业帮扶资金、社会捐赠资金等），确保救助机制可持续运转。又如，在持续落实建档立卡贫困户基本保险的同时，在农村生产生活中引入相关商业保险，不断提高抗风险能力。一方面，鼓励群众购买以户为单位的综合保险，当发生重大变故时，可及时获得相应补偿；另一方面，鼓励群众购买农业保险，当发生自然灾害时，获得补偿、降低损失。当然，相应保险需要财政给予一定政策优惠，提高群众积极性、参与度。
　　习近平总书记强调：“防止返贫和继续攻坚同样重要”。脱贫攻坚最重要的是防松懈、防滑坡，防止返贫同样如此。这就要求必须把工作继续做深、做实、做细，措施更精准、方法更精当、机制更健全，助力群众真脱贫、稳致富。《中共中央关于制定国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》提出，实现巩固拓展脱贫攻坚成果同乡村振兴有效衔接。相信，各地积极利用区位优势、制度优势，巩固脱贫成果、防止返贫致贫，就一定能扎实推动共同富裕，促进人的全面发展和社会全面进步。
　　（作者为中国社会科学院习近平新时代中国特色社会主义思想研究中心研究员）
"
2020-11-30,一线视角,乡贤监督员为乡村振兴贡献力量,杨文明,"　　激发更多社会力量参与基层治理，矢志推动农业全面升级、农村全面进步、农民全面发展
　　
　　又是赶集日，云南省曲靖市富源县胜境街道迤山口社区却没有出现往日的拥堵。这得益于张石龙的一个建议，把集市从穿村而过的省道迁到旁边的村道。张石龙是富源县纪委监委统一聘任的乡贤监督员，也是胜境街道的返乡干部，为村里建言献策、开展监督，燃起了他的干事劲头。
　　近年来，为推动基层社会治理，云南省曲靖市纪委监委在麒麟区、富源县进行试点，探索实践乡贤参与村居务监督工作，张石龙就是其中的代表。这一方面搭建了返乡乡贤有序参与乡村治理、振兴发展的平台，畅通了建议与监督的渠道；另一方面，弥补了村民监督委员会内部监督的不足，为发挥监督效用提供了有益借鉴。用张石龙的话说，“咱们乡贤监督员不领村里工资，作为外部监督力量，村民信任，不能辜负”。
　　了解村情民意，熟悉政策法规，这是返乡干部们的独特优势。像张石龙，在迤山口社区长大，村里的集市就是上世纪80年代他担任村支书时的“手笔”，大事小情一清二楚；同社区的赵信和，以前是副镇长，乡村治理方面的法规政策，比大多数村干部都熟悉。如今他们都退休了，受党组织和老百姓的信赖，回到家乡发挥“余热”，为基层治理注入了一股“新生力量”，也成为乡村振兴发展的重要参与者、建设者。
　　愿意参与，更要敢于监督，这样才能发挥乡贤监督员的作用。前不久，一个村的村小组开会，村组长提出要涨水费，而熟悉政策的赵信和引用法律规定说，水渠是自建水渠，涨水费这样的重大事项应该是村民集体决策，哪能小组长擅作主张？的确，关乎老百姓切身利益的事项，不能草率决策，既要遵从法律法规，又要尊重民心民意。很多基层治理过程中的政策调整都有一个过程，这就离不开监督反馈，审慎而为才能提高决策精准度、有效性。
　　深层次看，乡贤以监督员的身份参与乡村建设、基层治理，是推动全面从严治党向基层延伸的重要创新。以前，村组干部违纪违法问题易发，村务监督委员会不敢监督、不会监督，一些乡贤想回馈家乡、反哺故里却没有平台和渠道……这些问题困扰着基层，需要在制度层面、组织层面加以解决。推进乡村善治，将监督贯穿治理全过程，通过设立乡贤监督员列席重要会议制度，可以拓展群众向纪委监委反映问题的渠道，也将监督触角延伸到决策制定等环节，变事后惩戒为事前提醒、事中监督，成为推进不敢腐、不能腐、不想腐的有益制度探索。
　　党的十九届五中全会提出“十四五”时期经济社会发展主要目标，其中一项就是“社会治理特别是基层治理水平明显提高”。习近平总书记强调，“基层是一切工作的落脚点，社会治理的重心必须落实到城乡、社区”。充分发挥好乡贤作用，激发更多社会力量参与基层治理，矢志推动农业全面升级、农村全面进步、农民全面发展，才能让广大农民群众的生活更加美好。
　　（作者为本报云南分社记者）
"
